id	x	y	name	value	clans_id	clans_name	color	routes	factions_id	production
71	681	221	Highland-71	7072	1072	TheNewOrder-	00ffa4	-143;-251;-407;+488;-507	970	57
72	155	714	Sidelite-72	6365	1072	TheNewOrder-	00ffa4	-144;-252;-324;-408;-456	970	89
73	252	49	Strnglanders	167	41	Ghosts	00ffa4	-114;-119;-431;-433;-499	970	40
74	77	239	FleedFleaed	7056	1072	TheNewOrder-	00ffa4	+432;+434	970	45
75	-172	193	Peckerd	13029	1072	TheNewOrder-	00ffa4	+115;+427;-435	970	68
76	-248	-53	BlewHole	16328	1072	TheNewOrder-	00ffa4	+116;+428;-436	970	92
77	-77	-236	URchldren-77	4152	1072	TheNewOrder-	00ffa4	-117;-429;+437;+481	970	65
78	169	-189	edache-78	4288	1072	TheNewOrder-	00ffa4	-118;-430;-438	970	97
79	-245	52	trueBorder	325	1072	TheNewOrder-	00ffa4	+116;+423;+439	970	36
80	-172	-183	DustyTown	597	1072	TheNewOrder-	00ffa4	-424;-440;-481	970	81
81	78	-235	Sasses	5965	1072	TheNewOrder-	00ffa4	+113;+118;+425;+441	970	55
82	250	-52	FartBong	564	41	Ghosts	00ffa4	-426;-442;-503	970	45
83	168	185	Changed	195	1072	TheNewOrder-	00ffa4	-421;-443	970	39
84	-77	240	SmellDaGlove	32696	1072	TheNewOrder-	00ffa4	+115;-422;+444	970	78
85	655	667	JulieSwet	10831	1072	TheNewOrder-	00ffa4	-169;-253;-301;-325	970	85
86	-253	900	fubar	4766	1072	TheNewOrder-	00ffa4	-170;-302;-326	970	91
87	-907	218	Temper-Storm	907	1712	True.Blue	ff0027	-171;-303;-327;-363	973	97
88	-650	-671	sneak	284	1708	ArtOfWar	00abff	-172;+256;-304;+328;-364	971	17
89	243	-904	Sement	100	833	Resistance	00ffa4	-173;-257;-305;-329	970	24
90	905	-232	CakeBay-90	5161	1072	TheNewOrder-	00ffa4	+174;-258;+306;-330	970	58
91	-654	668	BackOff-91	14191	1072	TheNewOrder-	00ffa4	-175;-259;+307;+331	970	80
92	-905	-237	PunkyFussy	134	1708	ArtOfWar	00abff	-176;-260;-308;-332	971	16
93	-255	-899	Majesty-93	1244	26	Galconians	e400ff	177;309;-333	972	17
94	647	-673	GratisDeath	365	833	Resistance	00ffa4	-178;+310;+334;+370	970	42
95	905	233	Aow-FarmLand	747	1072	TheNewOrder-	00ffa4	+179;-263;-311;-335	970	31
96	240	905	buzzybee	624	1072	TheNewOrder-	00ffa4	+180;-264;+312;+336	970	25
97	331	235	GoForIt	1000	1072	TheNewOrder-	00ffa4	+107;-145;-181;-229;-239;-511	970	30
98	-38	404	SmellOfArt	1668	1072	TheNewOrder-	00ffa4	-108;-146;-182;-240	970	67
99	-369	169	jump-point	1035	1072	TheNewOrder-	00ffa4	-103;-147;-183;231;-235	970	63
100	-331	-235	MartinLands	107605	1072	TheNewOrder-	00ffa4	-104;-148;-184;-232;-236	970	70
101	38	-404	Beaver-101	100	833	Resistance	00ffa4	-105;-149;-185;-237	970	24
102	369	-169	Theta-102	204	41	Ghosts	00ffa4	-106;-150;-186;-238	970	49
103	-331	235	Harvard	1224	1072	TheNewOrder-	00ffa4	231;-486	970	98
104	-369	-169	Lawstar-104	721	1072	TheNewOrder-	00ffa4	-152;-188;-232	970	55
105	-38	-404	OldFartArc1	4319	1072	TheNewOrder-	00ffa4	-153;-189;-233;-237	970	71
106	331	-235	KiwiBase	37401	41	Ghosts	00ffa4	-154;-190;-234;-238	970	73
107	369	169	Hobbit-107	27575	1072	TheNewOrder-	00ffa4	+155;-191;-229;-511	970	74
108	38	404	Cuitlahuac	11380	1072	TheNewOrder-	00ffa4	-156;-192;-230;+240	970	47
109	111	157	Intrepid-109	104	1072	TheNewOrder-	00ffa4	-120;-421;-485	970	25
110	-78	173	Chzeck-110	823	1072	TheNewOrder-	00ffa4	+115;+422	970	32
111	-192	23	The-JK	885	1072	TheNewOrder-	00ffa4	+116;+423	970	39
112	-110	-163	BurnsWhenIpe	442	1072	TheNewOrder-	00ffa4	-117;+424;-481	970	38
113	76	-186	Mob_Barley	17738	1072	TheNewOrder-	00ffa4	+118;+425;+510	970	73
114	193	-20	AlphaHouse	1045	41	Ghosts	00ffa4	-119;-426	970	68
115	-111	157	ShetheNorth	54683	1072	TheNewOrder-	00ffa4	-427	970	89
116	-198	-7	LePew-116	10951	1072	TheNewOrder-	00ffa4	+428	970	44
117	-77	-184	Hittite	925	1072	TheNewOrder-	00ffa4	-429;-481	970	62
118	113	-158	TrumpPreOwnd	11534	1072	TheNewOrder-	00ffa4	-430;-510	970	93
119	195	22	Peace-119	2094	41	Ghosts	00ffa4	-431;-512	970	95
120	81	172	ICE-120	209	1072	TheNewOrder-	00ffa4	-432;-485;-508	970	20
121	598	770	top1	201	1072	TheNewOrder-	00ffa4	-169;-265;-277	970	16
122	-366	907	JuMp_point	9615	1072	TheNewOrder-	00ffa4	-170;-266;-278	970	85
123	-966	133	VisHotNuts	358	1712	True.Blue	ff0027	-171;-267;-279	973	86
124	-603	-771	Douglas	69838	1708	ArtOfWar	00abff	+172;+268;+280	971	86
125	366	-907	GIVEUP	289	833	Resistance	00ffa4	-173;-269;-281	970	61
126	969	-136	Nanno-126	81804	1072	TheNewOrder-	00ffa4	+174;-270;-282	970	99
127	-598	770	Dungannon	1779	1072	TheNewOrder-	00ffa4	+175;+271;-283	970	30
128	-967	-134	YeahBaby	31052	1614	Rangers	00abff	-176;-272;-284;-509	971	81
129	-366	-909	Mins-129	71203	1708	ArtOfWar	00abff	-177;-273;-285	971	74
130	605	-771	takeupa	24233	41	Ghosts	00ffa4	-178;-274;-286	970	98
131	968	135	BagsPipe	70679	1072	TheNewOrder-	00ffa4	+179;+275;-287	970	90
132	367	904	Robert-132	56235	1072	TheNewOrder-	00ffa4	-180;-276;-288	970	38
133	552	400	Seraphim-133	305	1072	TheNewOrder-	00ffa4	-241;-445;-496	970	29
134	-70	679	Stupid-134	518	1072	TheNewOrder-	00ffa4	-242;-446;-493	970	43
135	-637	283	N.W.A_Gulag	1009	1712	True.Blue	ff0027	-243;-447	973	98
136	-553	-401	Disbelievers	142	1614	Rangers	00abff	-244;-448;-498	971	17
137	71	-686	POLAR--POLAR	3704	1072	TheNewOrder-	00ffa4	-245;+449	970	91
138	630	-281	ART	158	41	Ghosts	00ffa4	+246;-450	970	19
139	-555	402	WeriWarPost3	190	1072	TheNewOrder-	00ffa4	-247;-451	970	18
140	-631	-281	Sirius-140	20282	1072	TheNewOrder-	00ffa4	-248;-452;498	970	38
141	-72	-690	Ostrich-Farm	1161	833	Resistance	00ffa4	-249;-453	970	24
142	558	-404	DS4	302	833	Resistance	00ffa4	-250;+454	970	20
143	626	279	RiseNstein	1980	1072	TheNewOrder-	00ffa4	+251;+455;-507	970	41
144	72	691	Tuvok-144	36864	1072	TheNewOrder-	00ffa4	-252;-456	970	88
145	361	313	TeaOil-145	19036	1072	TheNewOrder-	00ffa4	-181;-239;-457	970	83
146	-91	469	GoAwayyy	752	1072	TheNewOrder-	00ffa4	-182;-240;-458	970	45
147	-452	155	Tretor-147	474	1072	TheNewOrder-	00ffa4	-183;-235;-459	970	38
148	-361	-313	ResCastle	71	1072	TheNewOrder-	00ffa4	-184;-236;460	970	17
149	91	-469	AOW3	4592	833	Resistance	00ffa4	-185;-237;+461	970	64
150	452	-155	AAOOWW	4669	41	Ghosts	00ffa4	-186;-238;-462	970	29
151	-361	314	quidnovi-_-	4759	1072	TheNewOrder-	00ffa4	-187;231;-463;-486	970	94
152	-452	-155	Gone_Pecan	90403	1072	TheNewOrder-	00ffa4	-188;-232;-464	970	86
153	-91	-469	Anatol-153	111541	1072	TheNewOrder-	00ffa4	-189;-233;465	970	87
154	360	-313	StrangeLife	206108	41	Ghosts	00ffa4	-190;-234;-466;-504	970	44
155	452	155	Aqua-155	21577	1072	TheNewOrder-	00ffa4	+191;-229;+467;-490	970	51
156	91	469	Redoubt	36961	1072	TheNewOrder-	00ffa4	-192;-230;-468	970	57
157	420	606	ThisArm	108	1072	TheNewOrder-	00ffa4	-204	970	26
158	-314	667	SaltedTurd	110	1072	TheNewOrder-	00ffa4	-487	970	25
159	-735	61	TheDudzHole3	504	1712	True.Blue	ff0027	-195;-200	973	62
160	-420	-606	Buffer	1812	1637	All-Star	00abff	201	971	56
161	314	-667	Executor-161	502	833	Resistance	00ffa4	-202	970	85
162	735	-61	H3LL_HAT	11141	1072	TheNewOrder-	00ffa4	+203	970	42
163	-420	606	PackPakalolo	3130	1072	TheNewOrder-	00ffa4	-194;-502	970	81
164	-741	-60	Antikythera	202	1712	True.Blue	ff0027	-195;482;500	973	25
165	-314	-667	BREATH-165	6256	1637	All-Star	00abff	196;201;492	971	98
166	420	-606	Auto-Pilot	510	833	Resistance	00ffa4	-197;-202	970	34
167	735	61	Donttouch	485	1072	TheNewOrder-	00ffa4	-198;-203	970	54
168	314	667	YourButt	1915	1072	TheNewOrder-	00ffa4	-193;-204;-484	970	75
169	621	693	STOP-TNO	5865	1072	TheNewOrder-	00ffa4	-277;-361	970	80
170	-292	883	Leafs-170	954	1072	TheNewOrder-	00ffa4	-278;-362;-483	970	69
171	-912	182	SinCity	83	1712	True.Blue	ff0027	-279;-363	973	20
172	-630	-686	Bong-Dongle	1019	1708	ArtOfWar	00abff	+364	971	20
173	274	-891	Bork-173	701	833	Resistance	00ffa4	-365	970	73
174	910	-196	buzfuu	8505	1072	TheNewOrder-	00ffa4	+282;-366	970	59
175	-621	693	BoomerRing	18750	1072	TheNewOrder-	00ffa4	+283;+367	970	71
176	-909	-208	SlimSimmy	31459	1708	ArtOfWar	00abff	-368;-509	971	53
177	-279	-889	Border-161	415	1708	ArtOfWar	00abff	-309;-369	971	21
178	624	-691	Silver-178	696	833	Resistance	00ffa4	-286;+370	970	23
179	909	202	BlueSun	16469	1072	TheNewOrder-	00ffa4	+371	970	46
180	273	891	lazybee	46989	1072	TheNewOrder-	00ffa4	+372	970	93
181	300	328	lilcap	24120	1072	TheNewOrder-	00ffa4		970	87
182	-134	424	BackupStar	250	1072	TheNewOrder-	00ffa4		970	30
183	-435	95	joyce_yang	394	1072	TheNewOrder-	00ffa4		970	35
184	-300	-328	Merkur	815	1072	TheNewOrder-	00ffa4		970	39
185	134	-424	AOW2	87795	1072	TheNewOrder-	00ffa4		970	37
186	435	-95	LastHope	119	1072	TheNewOrder-	00ffa4	-494	970	20
187	-300	328	Katzen-187	632	1072	TheNewOrder-	00ffa4	-486	970	38
188	-435	-95	Wascana-188	202	1072	TheNewOrder-	00ffa4		970	48
189	-134	-424	top2	26088	1072	TheNewOrder-	00ffa4	-497	970	39
190	300	-328	Fresh-190	76969	41	Ghosts	00ffa4	-504	970	93
191	435	95	MyPrecious	5220	1072	TheNewOrder-	00ffa4		970	35
192	134	424	AWO5	25181	1072	TheNewOrder-	00ffa4		970	66
193	322	596	Kor-193	288	1072	TheNewOrder-	00ffa4	-204	970	23
194	-348	581	TheOracle194	714	41	Ghosts	00ffa4	-199;-487;-502	970	57
195	-677	-10	Bluestate195	371	1712	True.Blue	ff0027	-200;482	973	89
196	-316	-602	love3	184	41	Ghosts	00ffa4	-201;-492	970	22
197	359	-574	Blue.Rain	156	833	Resistance	00ffa4	-202	970	35
198	677	21	N.W.A_op	58823	1072	TheNewOrder-	00ffa4	+203	970	71
199	-320	597	Greenstar	9919	41	Ghosts	00ffa4	-487	970	31
200	-677	26	Bitters	158	1712	True.Blue	ff0027		973	38
201	-345	-582	HL-201	17557	41	Ghosts	00ffa4		970	92
202	329	-592	Tholl-202	10383	833	Resistance	00ffa4		970	73
203	677	-19	BarrowDowns	48365	1072	TheNewOrder-	00ffa4		970	78
204	347	581	Lowborder204	679	1072	TheNewOrder-	00ffa4		970	45
205	400	411	Tit4Tat	6844	1072	TheNewOrder-	00ffa4	-445;-457	970	84
206	-156	552	noooonwa	67	1072	TheNewOrder-	00ffa4	-446;-458	970	16
207	-556	140	SilentEnemy	71	1712	True.Blue	ff0027	-447;459	973	17
208	-400	-411	Xeoro	17567	1708	ArtOfWar	00abff	-448;-460	971	84
209	156	-552	HoleDawn	5372	833	Resistance	00ffa4	+449;+461	970	45
210	556	-140	Olaf2Base	10836	41	Ghosts	00ffa4	+450;-462	970	91
211	-400	411	benice2	4316	1072	TheNewOrder-	00ffa4	-451;-463	970	57
212	-556	-140	YouSuks	10142	1072	TheNewOrder-	00ffa4	-464;-505	970	45
213	-156	-552	boooLian	4652	1072	TheNewOrder-	00ffa4	-453;465	970	40
214	400	-411	Nibs-Revenge	3162	833	Resistance	00ffa4	-454;-489;-504	970	87
215	556	140	POWHole	452	833	Resistance	00ffa4	+455;-467	970	35
216	156	552	Hassey-216	2925	1072	TheNewOrder-	00ffa4	-456;-468	970	45
217	754	848	PeckerRun	29747	1072	TheNewOrder-	00ffa4	-349	970	24
218	-357	1078	pLaYiN4wEeD	198	1072	TheNewOrder-	00ffa4	-350	970	28
219	-1112	229	ItsOver	67	750	N.W.A	ff0027	-351	973	16
220	-754	-848	Pourhadi-1	1222	1637	All-Star	00abff	+352	971	27
221	357	-1078	A-2021	416	833	Resistance	00ffa4	-353	970	25
222	1112	-229	ASTRALIS-222	121	1072	TheNewOrder-	00ffa4	-354	970	29
223	-754	848	DarkSide-223	6212	1072	TheNewOrder-	00ffa4	-355	970	88
224	-1112	-229	BeB-Heaven	192	1708	ArtOfWar	00abff	-356	971	22
225	-357	-1078	Suns-Star	113	1715	Mythics	e400ff	-357	972	27
226	754	-848	holzabee86	217	833	Resistance	00ffa4	+358	970	26
227	1112	229	Never2Gone	13048	1072	TheNewOrder-	00ffa4	-359	970	87
228	357	1078	HellsWay	359	1072	TheNewOrder-	00ffa4	+360	970	30
229	403	213	SPARTA-229	28444	1072	TheNewOrder-	00ffa4	-239;-490	970	95
230	22	458	DS1	21162	1072	TheNewOrder-	00ffa4	+240;-468	970	59
231	-389	241	Rusty-Bucket	2319	1712	True.Blue	ff0027	235;463;486	973	37
232	-404	-216	Rusty-bob	6277	1072	TheNewOrder-	00ffa4	-236;-464	970	63
233	-17	-458	Snowhole411	96	1072	TheNewOrder-	00ffa4	-237;465	970	23
234	387	-246	ChunkyButte	168399	41	Ghosts	00ffa4	-238;-466	970	50
235	-404	215	Dawong	20830	1072	TheNewOrder-	00ffa4	-459	970	34
236	-386	-246	FartOfWart	65097	1072	TheNewOrder-	00ffa4	460	970	41
237	12	-458	Visi-sonar	1142	833	Resistance	00ffa4	-461	970	43
238	404	-215	Fusion-238	5915	41	Ghosts	00ffa4	-462	970	63
239	384	251	Fecophelia	1048	1072	TheNewOrder-	00ffa4	-457;-490	970	69
240	-16	458	zeus	49448	1072	TheNewOrder-	00ffa4	-458	970	81
241	579	425	Jismism	14006	1072	TheNewOrder-	00ffa4	-313;-445;-495	970	91
242	-76	718	WarZone	9545	1072	TheNewOrder-	00ffa4	-314;-493	970	99
243	-670	297	Sugarsssssss	134	750	N.W.A	ff0027	-315	973	17
244	-581	-423	TheHill-244	96277	1614	Rangers	00abff	-316;-448;-498	971	99
245	76	-728	Oh-Zone	275	833	Resistance	00ffa4	-317	970	66
246	658	-292	Milkyway	26010	1072	TheNewOrder-	00ffa4	-318;-450	970	56
247	-582	423	Altaria-247	11337	1072	TheNewOrder-	00ffa4	-319;-451	970	87
248	-661	-293	Purgatory	208	1072	TheNewOrder-	00ffa4	-320;498	970	50
249	-76	-717	This-wy-Timy	232	833	Resistance	00ffa4	321	970	35
250	582	-424	New_MINSK	3401	833	Resistance	00ffa4	+322	970	63
251	660	293	Rusty-Spring	65679	1072	TheNewOrder-	00ffa4	-323;+488	970	82
252	77	728	Roger-Ramjet	45816	1072	TheNewOrder-	00ffa4	-324	970	39
253	685	576	HL-309	214	1072	TheNewOrder-	00ffa4	-301;-337;-373	970	16
254	-150	883	sidezop-254	4865	1072	TheNewOrder-	00ffa4	-290;-302;-338;-374	970	86
255	-849	305	StackBasket	125	1712	True.Blue	ff0027	-303;-339	973	30
256	-679	-578	ArtOfArt	36784	1708	ArtOfWar	00abff	-292;-304;-340;+376	971	53
257	155	-880	MANDALORIAN	83	833	Resistance	00ffa4	-293;-305;-341;-377	970	20
258	839	-306	BELTALOWDA	583	1072	TheNewOrder-	00ffa4	-294;+306;-342;-378	970	19
259	-684	573	Gobbys42home	554	1072	TheNewOrder-	00ffa4	-295;-307;-343;-379	970	49
260	-840	-309	Funeral-260	26223	1708	ArtOfWar	00abff	-296;-308;-344;380	971	50
261	-155	-886	Ward-261	30092	1708	ArtOfWar	00abff	-309;-345	971	93
262	684	-574	Silverton	668	833	Resistance	00ffa4	-298;-310;-346;-382	970	47
263	839	306	OrionsBacula	225	1072	TheNewOrder-	00ffa4	-299;-311;-347;-383	970	18
264	153	880	Retz-264	125	1072	TheNewOrder-	00ffa4	-300;-312;-348;-384	970	30
265	618	827	BlueThunder	146	1072	TheNewOrder-	00ffa4	-277	970	35
266	-407	948	Intersection	358	1072	TheNewOrder-	00ffa4	-278	970	86
267	-1025	121	Mae-Universe	413	1712	True.Blue	ff0027		973	99
268	-618	-827	UthredHall	64182	1708	ArtOfWar	00abff	+280	971	85
269	407	-948	TheCrossing	382	833	Resistance	00ffa4	-281	970	52
270	1025	-121	H2020Suks	3166	1072	TheNewOrder-	00ffa4	+282	970	47
271	-618	827	BloodyGate	18651	1072	TheNewOrder-	00ffa4	-283	970	70
272	-1025	-121	Go-Away-Mine	1754	1637	All-Star	00abff	-284	971	52
273	-407	-948	ToadHole	19607	1708	ArtOfWar	00abff	-285	971	74
274	618	-827	This-wy-4TNO	35118	41	Ghosts	00ffa4	-286	970	98
275	1025	121	TadPoleCat	55708	1072	TheNewOrder-	00ffa4	-287	970	85
276	407	948	StrangerDzzz	71	1072	TheNewOrder-	00ffa4	-288	970	17
277	566	761	GOBINDA-696	146	1072	TheNewOrder-	00ffa4		970	35
278	-377	866	LILBINDsFarm	4466	1072	TheNewOrder-	00ffa4		970	74
279	-941	108	JADIP	83	1712	True.Blue	ff0027		973	20
280	-561	-759	Chicken_Milk	65842	1708	ArtOfWar	00abff		971	85
281	376	-868	Skywalker	1390	833	Resistance	00ffa4		970	86
282	937	-104	areUsure	60939	1072	TheNewOrder-	00ffa4		970	83
283	-566	761	RoadToGreen	239	1072	TheNewOrder-	00ffa4		970	23
284	-939	-106	TBlier	1202	1708	ArtOfWar	00abff	-509	971	60
285	-377	-867	Kza_Abode	36990	1708	ArtOfWar	00abff		971	95
286	559	-759	FakeSicTrump	36342	41	Ghosts	00ffa4		970	97
287	938	105	GoodSide-287	858	1072	TheNewOrder-	00ffa4		970	73
288	376	870	ArabsAllowed	1715	1072	TheNewOrder-	00ffa4		970	73
289	604	546	MightyMoosey	440	1072	TheNewOrder-	00ffa4	-301;-361;-373;-397;-409	970	49
290	-170	796	LolNoobro	489	1072	TheNewOrder-	00ffa4	-302;-362;-374;-398;-410	970	39
291	-775	250	Grandmaul	1374	1712	True.Blue	ff0027	-303;-363;-375;-399;+411	973	58
292	-604	-546	CenturyBlue	36727	1708	ArtOfWar	00abff	-304;+364;-376;+400;+412	971	53
293	170	-796	KillJoyKill	593	833	Resistance	00ffa4	-305;-365;-377;-401;-413	970	41
294	775	-250	Martin-294	653	1072	TheNewOrder-	00ffa4	-306;-366;-378;-402;-414	970	58
295	-604	546	Potato-509	511	1072	TheNewOrder-	00ffa4	-307;-367;-379;-403;-415	970	39
296	-775	-250	Rum-and-coke	10002	1708	ArtOfWar	00abff	-308;-368;380;404;-416	971	37
297	-164	-791	YttsPotter	292	1708	ArtOfWar	00abff	-381;-405;-417;-506	971	21
298	604	-546	valeriocarre	9460	833	Resistance	00ffa4	+310;-370;-382;-418;-501	970	61
299	775	250	StopOrange	466	1072	TheNewOrder-	00ffa4	-311;+371;-383;-407;-419;-488	970	28
300	170	796	FatTeapot	612	1072	TheNewOrder-	00ffa4	-312;-372;-384;-408;-420	970	49
301	655	583	Teapot-Yum	1294	1072	TheNewOrder-	00ffa4	-361;-373	970	62
302	-182	855	Foundation	574	1072	TheNewOrder-	00ffa4	-362	970	75
303	-832	273	Aceland-303	39205	1712	True.Blue	ff0027	-339;+363;-375	973	85
304	-648	-585	GhostsRock	621	1708	ArtOfWar	00abff	-364	971	30
305	177	-860	Linkk-305	1069	833	Resistance	00ffa4	-365	970	55
306	833	-277	ToadsTool	133	1072	TheNewOrder-	00ffa4	-366	970	16
307	-655	583	SmurfedUp	932	1072	TheNewOrder-	00ffa4	+367	970	28
308	-833	-274	Peace-308	42633	1708	ArtOfWar	00abff	-368	971	69
309	-187	-852	Hello	90019	1708	ArtOfWar	00abff	-369;-381;-506	971	98
310	655	-583	Rockit	503	833	Resistance	00ffa4	-370	970	25
311	833	277	BiPolarDen-2	875	1072	TheNewOrder-	00ffa4	-371	970	42
312	177	860	MacGyversFly	20829	1072	TheNewOrder-	00ffa4	-372	970	51
313	605	458	TapiocaEnema	209	1072	TheNewOrder-	00ffa4	-373;-397;-495	970	31
314	-94	753	Mins-314	245	1072	TheNewOrder-	00ffa4	-374;-398	970	30
315	-699	294	Judith-315	901	1712	True.Blue	ff0027	-375;+399	973	48
316	-605	-459	BlueCastle	25755	1708	ArtOfWar	00abff	-376;-400	971	69
317	96	-756	ffuubuz	295	833	Resistance	00ffa4	-377;-401	970	40
318	699	-294	plsgoaway	37380	1072	TheNewOrder-	00ffa4	-378;-402	970	71
