id	name	estdate	icon	score	about	factions_id
872	flightning	2016-01-19	AQ4OBAAwLQcAAAADnltsJ5Vtgef5tDl7lsJnuZgeVVtB57m0JnuZg5epbB5VW0J5Vtg55bbAAIAA	0	The best get along with	
873	ZuluWarriors	2016-01-20	AQ4OBAA/KgcAAAAAAAAAAFAAAFBQABQAAUBQAFAKoCoAqgKgBQAFAUAAFAUFAAAFAAAAAAAAAAAA	0	WARRIORS!	
874	TR8R	2016-01-20	AQ4OBAAQIDAAAAAAPAPAD/D/A////D/g/8P5D/w+QD/D5AL8LkAbgZAAZAUABQAQAEAAAAAAAAAA	0	Skylark-	
875	Hellspawns	2016-01-22	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	...	
876	LaffyIsMine	2016-01-24	AQ4OBAAwDAdVVVVVqlqlZqqplqqqqWqqqpWppqVqqqqVqaalaqqqlqqqqWqqqpZqqplapapVVVVV	0	2gether4ever	
877	mabooty	2016-01-24	AQ4OBAAwDAcAAAAAAAAAAAAAAw8MAAPwAAAAAAADwAAAAAAAA8DAA/DAAD8MMAAAAAMAAAAwAAAD	0	We Are NAMBLA	
878	Explicit	2016-01-26	AQ4OBAAwDAcAAAAD1AF8H1BfQX1X1AX19QAX/UABX1QAV/1QFfX1QX1X1B9QX0PUAXw1AAXAAAAU	0	Galcon Explicit	
879	Potent	2016-01-26	AQ4OBAAwOj/+qqv/6qq//qqr/+qqv/+qr///////////7/+/+r/q/qr6q+qvqr6q+qvqv+q/q/6v	0	Prolific	
880	TheRepublic	2016-01-28	AQ4OBAAwDAdVVVVVVVVVVX/VVVdfVVV1dVVXX1VVf9VVV/VVVXfVVVdfVVV1dVVVVVVVVVVVVVVV	0	For The Republic	
881	Adieu	2016-01-29	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Final Farewell	
882	purifiers	2016-01-31	AQ4OBAADMA9QFQAVAEAVFAQBAFBEUAFEVAAFRABAFUBFVVVUQFVAQBRFAAEEFAFQQFBQBAFVAVAF	0	Galocon Kings/Queens	
883	Kriegers	2016-02-02	AQ4OBAAwPAf/BP/wMEwAAAQAAFVVQAAVAAABUAD/FT/wAVAAABUAD/FT/wAVAAAAQAAAwMAP/A//	0	Unity, Power, Victory	
884	Xombieland	2016-02-03	AQ4OBAAwDAf8AAPzwAA8DAADDAAAAwDAMAAwAMDDBQww///wA/X8DA+vA/A/wP/A8D//Dw//0AB/	0	united nation pandemic	
885	TheBlood	2016-02-03	AQ4OBAAwDAdVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV	0		
886	Clan886	2016-02-05	AQ4OBAA9FQAAVVAAFVVABVVVAV9fVFX19VVVVVVVVVVVVVVVX1VfVX1X1RX/9UBVVVABVVQABVUA	0	Explosive	
887	Baes	2016-02-06	AQ4OBAAwDAcAAAAAAAAABQAUANABwAAAAAAAQAAABQAAAAAABAAAQFAAFAFABQAFVUAAAAAAAAAA	0	Peace and love for all.	
888	WHY_	2016-02-06	AQ4OBAAwDAcAAAAAAAAAAFVAAFQFAAAAFAAAAUAABVAAAEAAAAQAAABAAAAEAAAAAAAAFQAAAVAA	0	ANSWER THE QUESTION!!!!!	
889	nathancole1	2016-02-07	AQ4OBAAHADB3m3m9ntnud5t5vZ7Z7nebeb2e2e53m3m9ntnud5t5vZ7Z7nebeb2e2e53m3m/fvfu	0	be nice and play hard	
890	GoldPhantoms	2016-02-07	AQ4OBAAwDAf/////////9Vd9/3933/f3ff9/d9/1V1X/f/ff9/99/3/33/f/ff//////////////	0	Phantoms, grow!	
891	Clan891	2016-02-08	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
892	NovaKnights	2016-02-08	AQ4OBAAVPxsAAAAAAAAAAAAAAAAAABAQQUFBBFAVEFQBVQVAEVBFAQUEFBAQQEAAAAAAAAAAAAAA	0	work hard, play hard!	
893	BRAZILIANS	2016-02-08	AQ4OBAAEATwAAAABV/6oFX/qgVf+qBV/6oFX/qgVf+qBV/6oFX/qgVf+qBV/6oFX/qgVf+qAAAAA	0	Brazilian Empire	
894	Astrophiles	2016-02-08	AQ4OBAAcBC4AAAAASvoQFWCVQFgCUCYKCYKCuCgwv6DDCv4MKC6CgmCgmAWAJQFWCVQEr6EAAAAA	0	' RIGHT NOW '	
895	Everwin	2016-02-09	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	we everwin win	
896	TheRomanians	2016-02-09	AQ4OBAADPDBVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Uniti Sub Un Scop Comun	
897	ROCKET	2016-02-11	AQ4OBAACPD1VVVVVVfVVVXrVVV6rVVeqrVXq+rV6tererVerq1Veq9UFevVAFe1QAFdUAAFVAAAF	0	Let's rock	
898	LoneWolf	2016-02-12	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
899	afk	2016-02-12	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	quit galcon 2	
900	Vengeance	2016-02-13	AQ4OBAAwDAcAVVAABVUAAFVQAAVVAFVVVVVVVVVVVVVVVVVVVVVVVVVVVQBVUAAFVQAAVVAABVUA	0	Revenge will be ours	
901	GalaxyGaurds	2016-02-13	AQ4OBAAwDAcAAAAAAAAAAAwDAA/D8APAMAAwDwADAPAAMAM/Aw8wMDDzAwMDMDA88wMA/DDwAAP8	0	BE BOSSES!	
902	Novicius	2016-02-14	AQ4OBAAVKARCP8gVCqoFQSqEFQShBUIaSBSIoiFjKoyWMqjJSIoiFCGkgVBKEFQSqEFQiiBUI/yB	0	Unite	
903	ggzzii329	2016-02-14	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
904	GodisLove	2016-02-14	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	christ paid the price	
905	Nadir	2016-02-15	AQ4OBAA0Px9AAAASqqqoAAAKgARRAAEQRAEEAQQVVVVD///8MMAwwDMMwADPMAKgAAAqqqqMAAAD	0	Dojo	
906	SonsOfLegend	2016-02-18	AQ4OBAA8BQIAAAAAyIiAP6qqAMiIqD8AAgDAAKg/N8IAwVSoPzfCAMAAqD8zMgD//6gDMzIAAAAA	0	Legends never Die!	
907	THE_REICH	2016-02-19	AQ4OBAAwHj/////9VVVX/1Vf/fVV999VX31VVVfVVVV9VVVX31VfffVV9/9VX//1Vf/VVVV/////	0	WE ARE THE WORLD ORDER!	
908	MEOWMIX2016	2016-02-20	AQ4OBAAwDAcAAAAAAAAAAAAAAFVFQAREQABERUAEREAAAAVAAAAAAVQAABBEAEEEQQQVRVVAAAAA	0	Meowmeow	
909	Maryynia	2016-02-21	AQ4OBAAPLwoAACAACQCwDpNwQOTIyAPCOCBCgYAZLmMASbjcAkKDCBSDQCMxKQMOSnAGANAACAAA	0	Unworthy of Joy and You	
910	q.q	2016-02-21	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Don't cry, just qq	
911	Singularity	2016-02-22	AQ4OBAA8Lz8AAAAAAAAAAAAAABQVQABQVQABQAAABQAAABQAAABQAVVVQAVVVQAAAAAAAAAAAAAA	0	we are onE!	
912	OakleyKambel	2016-02-22	AQ4OBAAwDAH////P8A/w/AA8DwPAA/D/AP8P8D/w/wPPD/Aw8P8DzwAAD/wAMD/wD8D///8P////	0	Innovate	
913	Outcasts	2016-02-23	AQ4OBAAwBhUAAAAAAAAAAAAAAAAAAAAAAAAQAEAEQBEAEABAAAAAAAAAAAAAAA8AAA/wAAD/AAAP	0	We Will be the Greatest!	
914	Illuminated	2016-02-24	AQ4OBAABOD9VVVVVWVZVVlVZVZ1XZVn19lZf/1llf9WVlfVlWV9WVWX1lVWlpVVVpVVVZZVVVVVV	0	Senatus Populus Galconus	
915	Fester	2016-02-25	AQ4OBAAwDAdVar/1Vqv/VWq/9UAAP1RVU/VGqT9Ub5P1Rvk/VGqT9UVVP1QAA/VWq/9Var/1Vqv/	0	You might see me in a...	
916	Xenon	2016-02-25	AQ4OBAA/IwIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	Im done.	
917	MainClan	2016-02-27	AQ4OBAAwAzyqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqv////////////////////////////////	0	The claniest clan!	
918	imp13	2016-02-27	AQ4OBAAADANVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV	0	Cobblesstone = life	
919	PurpleMidget	2016-02-27	AQ4OBAAwDAcAAAAABVUAAVVUAEVVEBUVRUFUAVQVTxVBVPFUFUAVQVFUVARVUQAVVUAAVVAAAAAA	0	Sustineo Alas	
920	S.Y.G.	2016-03-01	AQ4OBAAwDDQAAAAAAAAAAADwAAA/AAADcAAAPwAAA/AAAD8AAAPwAzM/MP///8//////////////	0	Steal Your Glory	
921	Hated	2016-03-01	AQ4OBAAwIBBVqqVVaqqVWgoKVoShKaEqhKskoY78kGP/y14/cs843cuuN+8gj718o9fmcNm//ff/	0	t[o-o]	
922	WARGODS	2016-03-02	AQ4OBAAwDAcAAAAD///8Oqqqw0RVXDREAMNEQAw0RADDREAMNERVw0RAHDREAcNVVVw////AAAAA	0	We fight in war like god	
923	IsTheBest	2016-03-03	AQ4OBAA/MhKZmZmUADACgA8AFAMwAoADABQAMAKAAwAUADACgAMAFAAwAoADABQD/wKAAAAWZmZm	0	Own It	
924	Imperium	2016-03-04	AQ4OBAAAID+qqqqqqqqqpf/1qlX1Wq1fV6rV9Xqv//+q///6rV9XqtX1eqVfVapf/1qqqqqqqqqq	0	We are legion	
925	Sojouners	2016-03-04	AQ4OBAAzDwcAAAAAAAAAAqqgACVWAAJVYAAlqgACVWAAJVYAAqlgACVWAAJVYAAqqgAAAAAAAAAA	0	We Are Strangers here	
926	VioletLance	2016-03-06	AQ4OBAAyACP/VV//U/xf18A9fdAAd0xAExcBVA1wH0DXAfQNcBVA1PQB8dHANH1MAxf1P8X/9VX/	0	Hear the little birdy	
927	IMMAnoob	2016-03-07	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	noob	
928	Tumbleweeds	2016-03-08	AQ4OBAA4BRZVVVVVVVVVVVVVVVVVVVVqlVVZVlVWVVlVZVWVVVVVVaVVpVpVWlVVVVVVVVVVVVVV	0	Where the wind blows	
929	OutSiders	2016-03-08	AQ4OBAAwDBUAAAAAAAAAAQAEAEQBEAEABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	We will be the Greatest!	
930	GodsOfGalaxy	2016-03-08	AQ4OBAA8DAJVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	GOG	
931	PEARS4LIFE	2016-03-09	AQ4OBAAwLAc////M/6/z9VZV/1WlX/Wqlf9qql/2amX/oqKf+qqp/6lWn/Zqmf9aql/P//8z///8	0	PEARS IS SAD AND DEAD	
932	spectre	2016-03-10	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	help each other and win	
933	Adolescents	2016-03-12	AQ4OBAAcMD8AAAABVVVUFVVVQVVVVBVVVUFVVVQVVVVBVVVUFVBVQVQBVBUABUFAABQQAABAAAAA	0	Wasted Youth Crew	
934	Invictus	2016-03-13	AQ4OBAAbBwL/////////+lVa/6VVr/qlqv+qWq/5ZZb/lllv+qWq/6par/pVWv+lVa//////////	0	The Unconquered	
935	MakeMakers	2016-03-16	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	make to win	
936	zc.16	2016-03-21	AQ4OBAA/BAdVVVVVVVVVVVVVVVUEEVVQQRUBBBFAEEEUEQQRQAABFAAAEVVVVVVVVVVVVVVVVVVV	0	zc.16	
937	sltan1995	2016-03-21	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAVBBEBUEEQAQQRABBBEAFVUQAAAAAAAAAAAAAAAAAAAAAAA	0	sltan1995	
938	Komma	2016-03-24	AQ4OBAABPzAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	We fight, We die, We win	
939	Atlantis	2016-03-24	AQ4OBAA4MAenTx2p4PC2dD/B3iDwi0CAIBDCqDD/JY//8lj/DCqDBAgCAeIPCLdD/B2eDwtqdPHa	0	Unparalleled Aquatics	
940	Paragon	2016-03-24	AQ4OBAA9PzgAAAAAFVVABVVVAVBQVBUFBUFVVVQVVVVBVVVUFUAVQVAAVBQVQUBFVRABVVQAAAAA	0	The Model Of Excellence	
941	S0L0	2016-03-26	AQ4OBAAxMjvERREyAAAIzEUTMiAAiMjFMjIiCIjMzTM8zHMzIiCIjIxTIyIACIzEUTMgAACMRFET	0	All for me!	
942	EagleVulture	2016-03-26	AQ4OBAAkPzgAAAAAA/8AADuwABV/AABX/AAD/8AAP/wAADAAAA/AQAPMFAF1VAFQQAAAAAAAAAAA	0	ParrotsCrowSparrow	
943	CPQ	2016-03-27	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	tachan tachan...	
944	First_Orden	2016-03-27	AQ4OBAA/MAeqqqqqgAAqoAoAqCiigoKqqCgKqgKKqqooqqqigKqgKCqqgoKKKCoAoAqoAAKqqqqq	0	We finish what you start	
945	Clan-196	2016-03-30	AQ4OBAADAhAAAAAAAAAAAAAAAAAAAAAAAAFBCPwREIzBBSD8EBIMwAAAAAAAAAAAAAAAAAAAAAAA	0	N/A	
946	waffles77.	2016-03-31	AQ4OBAA8DCIAAAAAAAAAAAAAAPDP8AzMwwDDzDAMDP8AAAAABVVVAAAAAAFVVAAAAAAAVVAAAAAA	0	Phil is a sensor tyrant.	
947	Zero-Space	2016-04-01	AQ4OBAAgDAn/////AAAPyqqqPBAAo8EAKD1VCgPBAoA8EKADwSgAPBoAA8KAADyqqqPwAAD/////	0	Zero space for losers	
948	ASTRONOMY	2016-04-01	AQ4OBAA/BzAAAAACgCgoKBISggXxCAg31ACvVyAA1foAF9wAAE9UAACBACAoAgKAACgoDwKAAAAA	0	we will rule the gm	
949	Ericypoo	2016-04-02	AQ4OBAA/MgL////9VVVX3///feqqt96qq33v/rfe+ut97/633uqrfe//996qq33///fVVVV/////	0	Legends of Tomorrow	
950	Exodus	2016-04-02	AQ4OBAAwPweABUAiAFQICAECACAQgACBIAUAVAVVVFVVVUVVUAVAUAgSAAIBCACAECAgBUCIAFQC	0	meow	
951	CowshedRecs	2016-04-04	AQ4OBAAwDAdVarf1Vrl/VVar9VYAD1aqIDWngDNpaKM6VooDlWQo+VlFQJUAlAlRSX+qFF/1UlX/	0	Karel Goldbaum = king	
952	OrkNation	2016-04-04	AQ4OBAAwDAf/////A/wPyo8qPIjyI8qPKj8D/A//8P///w///P/z/wDwD8FAFD8FVQ/8AAP/////	0	Let's do something.	
953	Galconia	2016-04-04	AQ4OBAAwCgdVVFVVVSFVVUqFVVKKFVUooVVQoFVVQoVVUooVVSihVVKKFVVKhVVVIVVVVFVVVVVV	0	Never give up	
954	Enforcers	2016-04-04	AQ4OBAALPDAAAAAAgKAgCiqKAKqqoAAAAAAVVVAFVVQAAAAAAVVUAFVVAAAAAABVVUAVVVAAAAAA	0	No Force Is Greater	
955	Confidence	2016-04-05	AQ4OBAAADAdVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV	0	<3	
956	VIP	2016-04-06	AQ4OBAAwDCBARUVFFBBUFQEEAEBUQAAAAA/////A8P/wwPP/Pz/P/8/8//8/Pw/8wAP/8/D/////	0	We Fight We Kill We Win	
957	KITTYS_TRAIN	2016-04-07	AQ4OBAA0FSqqqqqqqqqqqqqqqqqqqlVVVVQEBAVFRUVUVFRVQEBAVVVVVaqqqqqqqqqqqqqqqqqq	0	CHOOOO CHOOOOO	
958	number2crew	2016-04-11	AQ4OBAAwAQdVVVVVVVVVVVVVVVqaqVaVlZWlWVlpVaqWWlVZaWVVlapVaVVVVlVVVVVVVVVVVVVV	0		
959	ShySee	2016-04-12	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Dumm gelaufen. Nochmal!	
960	at2AM	2016-04-16	AQ4OBAAVAD8AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	We're Spiffy	
961	Merciless	2016-04-18	AQ4OBAAADwiVWlVtqaanpmWZrpmma/lllvrtp7pfmm9WZlmZaaqmlplWaWplmpZZpllXqq1b+Vb+	0	The Paladins Of the Sky	
962	lilquackers	2016-04-19	AQ4OBAALBDhVVVVValVVWKlUF6qUBfqpAFVqQBVVAAFVUAAVVUAAFVQAAVVQAFVVAFVVXdVVVd1V	0	quack	
963	Miracles	2016-04-22	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	It's A Miracle!	
964	Velocity	2016-04-23	AQ4OBAAwDAcFWlUAaaaQDWqXA1VVXDVVVcNXXVx933fV1111V19dVTVVxVNVXFQxBMFDQBwU1VVx	0	Creative slogan <-----	
965	AceStrikers	2016-04-24	AQ4OBAAIIz8AAAAABVUAAZBkAGEEkBgQQkEBBAQQEEBBAQQEEFBQQQQBBCRAEYCUAWACVVgAAAAA	0	Came, Saw, Aced!	
966	THEBEASTS	2016-04-24	AQ4OBAAgPAIAAAAB3d3cN3d3Qd3d3Dd3d0Hd3dw3d3dB3d3cN3d3Qd3d3Dd3d0Hd3dw3d3dAAAAA	0	Everyone is allowed	
967	Obscurity	2016-04-25	AQ4OBAAAFg9VVVVUwMDBczMzFMzMwUMDMxTDDM1wzDAUwwzNcwMzFMzMwVMzMxVMPMVVADFVVVVV	0	Faded With Time	
968	Pegasus-	2016-04-25	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	PGS	
969	GoOodY	2016-04-25	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
970	Pigs-Rule	2016-04-25	AQ4OBAAwDAcAD//xX///F///w//8/P/8P09/1/Tf9/xNzX/E/N/wTw/8BP//wEHz9AQT/UVAAAAA	0	Pigs are life 1	
971	iWarriors	2016-04-26	AQ4OBAAqDAEAAAAAAAAAAVVUAGqqkAbquQBrrpAGr6kAavqQBrrpAB6rQABqkAABpAAABQAAAAAA	0	We are the epic Warriors	
972	Dauntless	2016-04-27	AQ4OBAA/OAA///A039xjUN8Y/GPFjxWBWAwYVljFhZY8UVljxVZY/xVVT8RAETxx/TTxx07f////	0	Hmph	
973	S.E.S	2016-04-28	AQ4OBAA4JyP/AA//yqo/8v/4/L//44vqqOi+qj7L//jrL//jvKq+Kyqr4sv//j8v/4/8qqP/8AD/	0	RiseOfS.E.S	
974	LoyalKnights	2016-04-30	AQ4OBAAqEACqpqqqqmqqlVVVarpqqqumuqq6a6urprr6umu+q6a/qrprCququCq6q6Crq7qKv/uo	0	We will Kill you	
975	KILLZONE	2016-05-01	AQ4OBAAwAg8AAAAAAKAAAC+AAAv+AAKvqACq+qAqr6qCqvqoCq+qACr6gAC/4AAC+AAACgAAAAAA	0	"Honor on the end"	
976	ComptonsNigs	2016-05-01	AQ4OBAAwAgAAAAAAAAAAAAgAABAiAAZAmAAQggAEGgEBAWBAAgQQAJgGQAIgEAAAgAAAAAAAAAAA	0	kill to kill win to win	
977	FkAllLosers.	2016-05-01	AQ4OBAAwDAcAAAAFVQAAVVAABVUAAFVQAAUAAABQAAAFAAAAUAAABVUEBFVQQEUABARQAFVFAAVU	0	Gtfo	
978	Minecraft	2016-05-01	AQ4OBAAgDAT//////////////wP8D/A/wP8D/A//wD///AP//AAD/8AAP/wAA//D/D/8P8P/////	0	Steam	
979	Xeronx	2016-05-02	AQ4OBAAVKj8AAAAAMwzAAMAwAwMMDAwAAwMw8MwAMMAAAwwAMw8MwMAAMDAwwMAMAwADMMwAAAAA	0	Quiet is Violent	
980	Maelstroem	2016-05-02	AQ4OBAAwDAdVVVVVAAAVVAAFFFQBQUH/9BQNBwFAxTAUDKMBQOCwFB//QUVAFBVAAFVQAABVVVVV	0	There is Silence in Mid	
981	ReadersBody	2016-05-02	AQ4OBAAwDAdVar/1Vqv/UAAP9TboP1Nqg/U26D9T7oP1Fqg/U+/D9TboP1Pvw/U26D9Tb8P1AAD/	0	Life is a Story so smile	
982	Eminence	2016-05-04	AQ4OBAA4PAcAKlCgCpQpAqUKkKlCpSqQqUqpKlCqqpQqqqUKqqlCqqpQqqqUKpqpCqWqkqlKqapQ	0	Some old pro's	
983	koreupsion	2016-05-06	AQ4OBAAAMABaVWvmv/r6r/6+u+qvrnuv66eu+ut6vrr7r66/r+qqqqq//6v/6q//6r/6qr/6q+//	0	if your not 1 your none	
984	wolegeca	2016-05-06	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	goodgood study dayday up	
985	Novexity	2016-05-07	AQ4OBAA/KhUAAAABQAAUFQABQVQAFBVQAUFFQBQUFQFBQFQUFAFRQUAFVBQAFUFAAFQUAAFAAAAA	0	Stay Strong My Friends	
986	Sherlock	2016-05-07	AQ4OBAA/PQL////////////////////////////////6qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq	0		
987	Federation	2016-05-08	AQ4OBAAAFSoAAAAAMAAAACqrAAqqwCCqsAAKrAgIqqwACqsAMKrAAAqwIAirAAAKsgwgKwAAAAAA	0	Reach for the Stars.	
988	GUSH	2016-05-09	AQ4OBAAwDAcAAAACqDAMIAMAwgAwDCKjAMICP/wqoAAAACAID/IAgMAqqA/yAIADIAgP8gCAAAAA	0	cheri dude	
989	Fishrocks	2016-05-09	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Cmon lets get going	
990	dust	2016-05-11	AQ4OBAAAGxUAAAGgAABqAAAaoAAGmgABpaAAadoAGn2gBp/aAaf9oGn/Whp/1WaVVVqqqqaqqqqq	0	undermined	
991	Bigmac	2016-05-12	AQ4OBAAwDAed3d3ud3d7eqqq3bVV53nVdt2XXWd5X1bdlfVneXXW3Z1XZ3tVXt2qqqdt3d2bd3d2	0	fight for our Clan	
992	The_Frontier	2016-05-13	AQ4OBAAgCwcAAAACqqqoJX/Vglf9WC1/14C19eAL334ALVeAAvX4AAn2ACi/4oPC+DwwCgDAAAAA	0	Now recruiting members	
993	Arcturus	2016-05-13	AQ4OBAAOPxUqqwACqqwAKyqwArCqwCsCqwKwqqwrKyqyqsCqKrACoqwBCisBUCKwBUArAEACsAAA	0	The Arc	
994	wolves	2016-05-15	AQ4OBAAwDBhVVVVVVVVVVVVVVUVVFVQVQVVBVBVVVVVVVVVVVBVBVUFUFVQAAVVVVVVVVVVVVVVV	0	FAB	
995	Ace-Worriers	2016-05-16	AQ4OBAAqDAcAAAAAAAAABVVVAHqq0AbquQBrrpAGr6kAavqQBrrpAB6rQABqkAABpAAABQAAAAAA	0	Ace everyone	
996	Citrus-	2016-05-16	AQ4OBAA8DCoAbAACYbBlGYYZgmAAZAhSoSAEAgk0SQJ9gGEcYIAQCEqFIBkACYJkkmQZDkmAADkA	0	Frutastic	
997	TheStrangers	2016-05-17	AQ4OBAAwDAeqgAAqqgAqqqgKqqqqqiqqqiCqqqIGqqqkCqqqQKqqpRqqqhWqqqAqqqoKqqqiqqqK	0	You don't know us...	
998	TACOCAT3030	2016-05-19	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	HI	
999	Young-Farts	2016-05-20	AQ4OBAAEDAmgP8CqIPCKCAUCAiFUiABqkAPWVXz9apf/1lV/PWVXwAZVACIVSICAUCCiDwiqA/wK	0	Fore Energetic Players	
1000	Brookville	2016-05-20	AQ4OBAAAAz8AAAAASqoQEqqoQaKopCqKKoKtp6gqqqqCqqqoOqCqw+iivD+lr8P9V/wP9f8AP//A	0	Surrounded by corn	
1001	Valediction	2016-05-21	AQ4OBAAAKj9VVVVVVVVVVVVVVVFVFVUVUVVRVRVVVVVVVFRVVVEVVVVFVVVVVVVVVVVVVVVVVVVV	0	Per Aspera Ad Inferi	
1002	litning	2016-05-24	AQ4OBAAwAwCqr1VaqvVVqq9VWqr1VaqvVVqq9VWqr1VaqvVVqq9VWqr1VaqvVVqq9VWqr1VaqvVV	0	well shock yo ass	
1003	jjjl	2016-05-28	AQ4OBAAwAAKqqqqoAAACgAAAKAAAApVVVCgww0KDDDQoMMNCgww0K///VqoAiqgAAAKAAAAqqqqq	0	aliter cogitare	
1004	truehealers	2016-05-28	AQ4OBAAwDAJV2nVUPafBT9V/F/2n/VXaf9WqqmlVqqaVqqppVaqmn/1XV3/af9f9V/1P2n8UPafB	0	good luck!	
1005	Union	2016-05-28	AQ4OBAA0DAH//////3///9X3/999X/V/9//f////////f//f1f/1f3//3//f3//1dX//39//////	0	Everyone has a voice	
1006	N.S.G.P.P	2016-05-29	AQ4OBAAIMAD/////wAA//AAD/D//w8MADDwz/MPDP8w8M/zDwz/MPDAAw8P//D/AAD/8AAP/////	0		
1007	NabsEspacial	2016-05-29	AQ4OBAAwDAdVVVVVVVVVVVVVVUBQFVQFAVVAUBVVVVVVVVVVVUFVVVQVVVVVVVVVVVVVVVVVVVVV	0	QUESOQUESOQUESO	
1008	sanctusunus	2016-05-30	AQ4OBAAgAjhVVVVVRVBVURURVABQVRVREVqiqiqoioKqKKKKAoiqIqgqoj8PMMAzMzM/MzAwMzMz	0	making gratest clan	
1009	Incendiary	2016-05-31	AQ4OBAAwNACgVVCoFAFCBQAFAUFUFFBVUFQUAUGADwAoAPACQUAUFQVVBRQVQUhQAFIhQBSAhQUg	0		
1010	Variable	2016-05-31	AQ4OBAAqFT8AAAABAQEAAAAAAFAQUAdAHQBtB5ALte4ALvuAALrgAAJYBAQKAAAAAQAAEAAAAAAA	0	The Alternative!	
